Reaction,Annotation
rxn03706,  Xenobiotics biodegradation and metabolism
rxn32220,  Xenobiotics biodegradation and metabolism
rxn13927,  Biosynthesis of other secondary metabolites
rxn31866,
rxn28275,  Lipid metabolism
rxn06081,  Lipid metabolism
rxn31362,  Carbohydrate metabolism
rxn31946,
rxn36480,  Lipid metabolism
rxn15116,  Carbohydrate metabolism
rxn11776,  Xenobiotics biodegradation and metabolism
rxn19142,
rxn02033,  Biosynthesis of other secondary metabolites
rxn10571,  Metabolism of cofactors and vitamins
rxn09462,  Metabolism of other amino acids
EXpd00063,
rxn03173,  Metabolism of cofactors and vitamins
rxn15725,  Biosynthesis of other secondary metabolites
rxn31834,  Metabolism of cofactors and vitamins
rxn10562,  Energy metabolism
rxn04809,  Xenobiotics biodegradation and metabolism
rxn08242,
rxn34267,  Carbohydrate metabolism
rxn27983,  Carbohydrate metabolism
rxn32084,  Amino acid metabolism
rxn02367,  Amino acid metabolism
rxn00282,  Amino acid metabolism
rxn03038,  Amino acid metabolism
rxn00754,  Lipid metabolism
rxn32683,  Metabolism of other amino acids
rxn07804,  Xenobiotics biodegradation and metabolism
rxn02177,  Metabolism of terpenoids and polyketides
rxn04355,  Metabolism of terpenoids and polyketides
rxn38702,  Amino acid metabolism
rxn03756,  Metabolism of terpenoids and polyketides
rxn19993,  Metabolism of other amino acids
rxn06822,
rxn15821,  Metabolism of terpenoids and polyketides
rxn38239,  Nucleotide metabolism
rxn33569,  Biosynthesis of other secondary metabolites
rxn03742,  Xenobiotics biodegradation and metabolism
rxn01347,
rxn33205,  Carbohydrate metabolism
EXpd00099,
EXpd00053,
rxn03541,  Metabolism of cofactors and vitamins
rxn00478,  Amino acid metabolism
rxn03094,
rxn09442,  Lipid metabolism
rxn09716,  Xenobiotics biodegradation and metabolism
rxn16254,  Xenobiotics biodegradation and metabolism
rxn00392,  Metabolism of cofactors and vitamins
rxn03578,  Xenobiotics biodegradation and metabolism
rxn27956,
rxn00702,  Carbohydrate metabolism
rxn32490,  Lipid metabolism
rxn30983,
rxn08766,  Lipid metabolism
rxn16806,  Metabolism of cofactors and vitamins
rxn04349,  Metabolism of terpenoids and polyketides
rxn20003,
rxn03920,  Xenobiotics biodegradation and metabolism
rxn32466,  Biosynthesis of other secondary metabolites
rxn00265,
rxn32091,  Carbohydrate metabolism
rxn11773,  Xenobiotics biodegradation and metabolism
rxn02852,  Xenobiotics biodegradation and metabolism
rxn16516,
rxn12264,
rxn15500,  Metabolism of other amino acids
rxn05236,  Nucleotide metabolism
rxn07265,  Lipid metabolism
rxn13734,
rxn02466,  Amino acid metabolism
rxn11997,  Metabolism of other amino acids
rxn02404,  Glycan biosynthesis and metabolism
rxn35544,  Amino acid metabolism
rxn27788,  Amino acid metabolism
rxn14058,  Amino acid metabolism
rxn47401,
rxn44864,
rxn24355,
rxn16250,  Xenobiotics biodegradation and metabolism
rxn00473,  Amino acid metabolism
rxn10867,
rxn34517,
rxn32862,  Lipid metabolism
rxn33580,
rxn02617,  Carbohydrate metabolism
rxn07879,
rxn16837,  Metabolism of cofactors and vitamins
EXpd01281,
rxn30218,
rxn13699,
rxn33820,  Amino acid metabolism
rxn00737,  Amino acid metabolism
rxn06044,  Amino acid metabolism
rxn02007,  Carbohydrate metabolism
rxn00519,  Carbohydrate metabolism
rxn07580,  Metabolism of cofactors and vitamins
rxn02319,  Carbohydrate metabolism
rxn11751,  Metabolism of other amino acids
rxn14278,  Biosynthesis of other secondary metabolites
rxn03380,
rxn29237,  Xenobiotics biodegradation and metabolism
rxn03263,  Metabolism of other amino acids
rxn03943,
rxn01124,  Carbohydrate metabolism
rxn38682,  Lipid metabolism
rxn35541,  Amino acid metabolism
rxn10144,  Metabolism of cofactors and vitamins
rxn03749,  Xenobiotics biodegradation and metabolism
rxn02791,  Metabolism of other amino acids
rxn30683,  Amino acid metabolism
rxn02845,  Metabolism of other amino acids
rxn03954,
rxn02888,  Amino acid metabolism
rxn31075,
rxn35214,  Carbohydrate metabolism
rxn38123,
rxn15073,  Carbohydrate metabolism
rxn27432,  Metabolism of cofactors and vitamins
rxn10663,  Amino acid metabolism
rxn04464,  Nucleotide metabolism
rxn01673,  Nucleotide metabolism
rxn03599,  Xenobiotics biodegradation and metabolism
rxn03340,  Amino acid metabolism
rxn14229,
rxn15988,  Amino acid metabolism
rxn03561,  Xenobiotics biodegradation and metabolism
rxn15667,
rxn34212,  Amino acid metabolism
rxn03482,  Carbohydrate metabolism
rxn31520,  Lipid metabolism
rxn15963,
rxn05893,  Energy metabolism
rxn33145,  Carbohydrate metabolism
rxn01196,  Xenobiotics biodegradation and metabolism
rxn16503,
rxn03744,  Xenobiotics biodegradation and metabolism
rxn05318,  Lipid metabolism
rxn15873,  Metabolism of terpenoids and polyketides
rxn06934,  Carbohydrate metabolism
rxn30116,  Lipid metabolism
rxn14132,
rxn38972,
rxn08113,  Carbohydrate metabolism
rxn33884,  Metabolism of cofactors and vitamins
rxn32781,
rxn04196,  Metabolism of terpenoids and polyketides
rxn02432,  Carbohydrate metabolism
rxn20057,
rxn06022,  Metabolism of cofactors and vitamins
rxn40099,  Energy metabolism
rxn08616,
rxn16052,  Metabolism of terpenoids and polyketides
rxn16236,  Energy metabolism
rxn16574,
rxn10213,  Energy metabolism
rxn07845,  Carbohydrate metabolism
rxn33337,
rxn04598,  Amino acid metabolism
rxn16413,
EXpd00180,
rxn25989,  Metabolism of cofactors and vitamins
rxn16613,  Glycan biosynthesis and metabolism
rxn00298,  Carbohydrate metabolism
rxn15146,  Carbohydrate metabolism
rxn05119,  Metabolism of cofactors and vitamins
rxn32898,  Nucleotide metabolism
rxn03716,  Xenobiotics biodegradation and metabolism
rxn01128,  Nucleotide metabolism
biomass_GmNeg,
rxn12615,  Metabolism of cofactors and vitamins
rxn03622,  Xenobiotics biodegradation and metabolism
rxn00279,  Amino acid metabolism
rxn33373,  Lipid metabolism
rxn10505,  Metabolism of cofactors and vitamins
rxn35234,  Carbohydrate metabolism
rxn00104,  Metabolism of cofactors and vitamins
rxn32308,  Nucleotide metabolism
rxn32239,
rxn32021,  Metabolism of cofactors and vitamins
rxn02365,  Amino acid metabolism
EXpd00322,
rxn32961,  Amino acid metabolism
rxn10211,  Energy metabolism
rxn04718,  Xenobiotics biodegradation and metabolism
rxn27897,  Amino acid metabolism
rxn08044,  Carbohydrate metabolism
rxn32287,  Nucleotide metabolism
rxn01953,  Carbohydrate metabolism
rxn31325,  Lipid metabolism
rxn08021,
rxn09439,  Lipid metabolism
rxn32447,  Energy metabolism
rxn00252,  Carbohydrate metabolism
rxn24940,
rxn16356,  Nucleotide metabolism
rxn41888,
rxn01305,  Carbohydrate metabolism
rxn01121,  Carbohydrate metabolism
rxn12113,
rxn03746,  Xenobiotics biodegradation and metabolism
rxn07465,  Amino acid metabolism
rxn09370,
rxn08429,  Lipid metabolism
rxn01332,  Amino acid metabolism
rxn31312,  Carbohydrate metabolism
rxn01671,  Metabolism of cofactors and vitamins
rxn35693,
rxn19543,  Amino acid metabolism
rxn11768,  Xenobiotics biodegradation and metabolism
rxn15571,
rxn05636,
rxn30338,  Carbohydrate metabolism
rxn07490,  Carbohydrate metabolism
rxn14191,  Carbohydrate metabolism
rxn00228,  Metabolism of other amino acids
rxn10106,  Energy metabolism
rxn09304,
rxn04477,  Metabolism of terpenoids and polyketides
rxn11595,
rxn14227,  Xenobiotics biodegradation and metabolism
rxn33281,
rxn15930,  Metabolism of cofactors and vitamins
rxn00339,
rxn01333,  Carbohydrate metabolism
rxn30386,
rxn15459,  Carbohydrate metabolism
rxn35428,  Nucleotide metabolism
rxn16350,
rxn01722,  Metabolism of cofactors and vitamins
rxn04345,  Metabolism of terpenoids and polyketides
rxn07744,  Biosynthesis of other secondary metabolites
rxn25492,  Amino acid metabolism
rxn02190,  Nucleotide metabolism
rxn05651,
rxn07267,  Lipid metabolism
rxn01153,
rxn04584,  Biosynthesis of other secondary metabolites
rxn02883,  Amino acid metabolism
rxn02154,  Metabolism of cofactors and vitamins
rxn00032,  Amino acid metabolism
rxn27708,  Amino acid metabolism
rxn35539,
rxn04351,  Metabolism of terpenoids and polyketides
rxn00965,  Metabolism of cofactors and vitamins
rxn16247,  Xenobiotics biodegradation and metabolism
rxn03546,  Xenobiotics biodegradation and metabolism
EXpd01414,
rxn08293,
rxn06090,  Lipid metabolism
rxn06729,  Glycan biosynthesis and metabolism
rxn00929,  Amino acid metabolism
rxn01805,  Carbohydrate metabolism
rxn05984,  Amino acid metabolism
rxn31419,  Xenobiotics biodegradation and metabolism
rxn20480,  Lipid metabolism
rxn07429,
rxn00843,  Energy metabolism
rxn08317,
rxn31584,  Amino acid metabolism
rxn15147,  Nucleotide metabolism
rxn07482,  Xenobiotics biodegradation and metabolism
rxn00968,  Xenobiotics biodegradation and metabolism
rxn38902,
rxn02980,  Xenobiotics biodegradation and metabolism
rxn14276,  Lipid metabolism
EXpd00205,
rxn31982,  Amino acid metabolism
rxn11676,
rxn34196,  Metabolism of other amino acids
rxn00783,  Carbohydrate metabolism
rxn12575,  Metabolism of cofactors and vitamins
rxn31218,
rxn01135,  Carbohydrate metabolism
rxn05638,
rxn00719,  Nucleotide metabolism
rxn16328,
rxn28460,
rxn30717,  Glycan biosynthesis and metabolism
rxn05217,  Nucleotide metabolism
rxn37888,  Carbohydrate metabolism
rxn01775,  Carbohydrate metabolism
rxn20040,  Xenobiotics biodegradation and metabolism
rxn25051,  Amino acid metabolism
rxn33299,  Metabolism of cofactors and vitamins
rxn38043,  Amino acid metabolism
rxn07847,  Energy metabolism
rxn30335,  Amino acid metabolism
rxn06610,  Lipid metabolism
EXpd00274,
rxn32234,  Metabolism of other amino acids
rxn03762,  Biosynthesis of other secondary metabolites
rxn35453,  Biosynthesis of other secondary metabolites
rxn35670,
rxn27109,  Amino acid metabolism
rxn00931,  Amino acid metabolism
rxn34298,  Metabolism of other amino acids
rxn30397,  Amino acid metabolism
rxn34712,  Lipid metabolism
rxn30422,  Metabolism of cofactors and vitamins
rxn32371,
rxn31228,
rxn02425,
rxn31786,
rxn20163,  Metabolism of other amino acids
rxn00178,  Lipid metabolism
rxn00409,  Nucleotide metabolism
rxn33083,  Amino acid metabolism
rxn22827,  Amino acid metabolism
rxn30633,  Amino acid metabolism
rxn31936,
rxn26011,  Amino acid metabolism
rxn34736,  Lipid metabolism
rxn07256,  Lipid metabolism
rxn16213,  Metabolism of other amino acids
rxn32073,  Metabolism of other amino acids
rxn05952,  Metabolism of other amino acids
rxn43849,
rxn00803,  Carbohydrate metabolism
rxn16682,  Carbohydrate metabolism
rxn02008,
rxn00365,  Nucleotide metabolism
rxn00966,  Metabolism of cofactors and vitamins
rxn04810,  Xenobiotics biodegradation and metabolism
rxn02161,  Carbohydrate metabolism
rxn16195,  Metabolism of terpenoids and polyketides
rxn20016,  Amino acid metabolism
rxn03057,  Amino acid metabolism
rxn05245,
rxn01129,  Nucleotide metabolism
rxn16193,  Metabolism of terpenoids and polyketides
rxn15210,  Carbohydrate metabolism
rxn14048,  Carbohydrate metabolism
rxn15443,  Lipid metabolism
rxn02360,  Amino acid metabolism
rxn00579,  Carbohydrate metabolism
rxn01454,
rxn09467,  Metabolism of other amino acids
rxn36393,  Lipid metabolism
rxn01390,  Carbohydrate metabolism
rxn08212,  Nucleotide metabolism
rxn15186,  Carbohydrate metabolism
rxn12169,
rxn15943,  Lipid metabolism
rxn35311,
rxn32228,  Metabolism of cofactors and vitamins
rxn31452,  Amino acid metabolism
rxn10098,  Energy metabolism
rxn33469,
rxn00400,  Amino acid metabolism
rxn12432,  Metabolism of cofactors and vitamins
rxn33035,  Carbohydrate metabolism
rxn15387,  Metabolism of other amino acids
rxn07319,  Lipid metabolism
rxn32249,  Amino acid metabolism
rxn29456,  Carbohydrate metabolism
EXpd00079,
rxn00553,  Carbohydrate metabolism
rxn02028,  Amino acid metabolism
rxn32619,
rxn07883,
rxn33164,  Xenobiotics biodegradation and metabolism
rxn29365,  Carbohydrate metabolism
rxn03204,  Amino acid metabolism
rxn00388,  Energy metabolism
rxn36504,  Lipid metabolism
rxn32750,  Metabolism of cofactors and vitamins
rxn14255,
rxn31328,
rxn08569,
rxn16888,
rxn00877,
rxn21639,  Glycan biosynthesis and metabolism
rxn19714,
rxn04702,  Xenobiotics biodegradation and metabolism
rxn00990,  Carbohydrate metabolism
rxn38344,  Metabolism of other amino acids
rxn08764,  Lipid metabolism
rxn03086,  Amino acid metabolism
rxn08754,  Metabolism of terpenoids and polyketides
rxn11858,  Energy metabolism
rxn02851,  Metabolism of terpenoids and polyketides
rxn22066,  Metabolism of other amino acids
rxn03487,  Carbohydrate metabolism
rxn11207,
rxn22782,
rxn32610,  Metabolism of cofactors and vitamins
rxn38174,  Biosynthesis of other secondary metabolites
rxn26130,  Carbohydrate metabolism
rxn03533,  Metabolism of cofactors and vitamins
rxn15361,  Carbohydrate metabolism
rxn13698,
rxn11809,  Xenobiotics biodegradation and metabolism
rxn01034,  Xenobiotics biodegradation and metabolism
rxn16536,
rxn09456,  Lipid metabolism
rxn27288,  Metabolism of cofactors and vitamins
rxn00682,  Carbohydrate metabolism
rxn02397,  Amino acid metabolism
rxn08672,  Metabolism of cofactors and vitamins
rxn16844,  Energy metabolism
rxn32152,  Xenobiotics biodegradation and metabolism
rxn16661,  Amino acid metabolism
rxn04050,  Metabolism of cofactors and vitamins
rxn06850,  Lipid metabolism
rxn03610,  Xenobiotics biodegradation and metabolism
rxn09355,
rxn02258,  Carbohydrate metabolism
rxn04494,  Metabolism of terpenoids and polyketides
rxn27816,  Amino acid metabolism
rxn05169,  Nucleotide metabolism
rxn03944,
rxn00806,  Amino acid metabolism
rxn38907,  Amino acid metabolism
rxn15634,  Metabolism of terpenoids and polyketides
rxn27997,
rxn38485,  Lipid metabolism
rxn05221,  Nucleotide metabolism
COG3601,
rxn22820,
rxn27534,  Amino acid metabolism
rxn16824,  Metabolism of cofactors and vitamins
rxn31436,
rxn21211,  Amino acid metabolism
rxn34770,  Carbohydrate metabolism
rxn08818,
rxn28991,  Energy metabolism
rxn16411,
rxn01739,  Amino acid metabolism
rxn16055,  Metabolism of terpenoids and polyketides
rxn07254,  Lipid metabolism
rxn08214,
rxn03195,  Amino acid metabolism
rxn14169,  Amino acid metabolism
rxn41988,
rxn00984,
rxn00532,  Carbohydrate metabolism
rxn09297,  Nucleotide metabolism
rxn06741,
rxn01219,  Nucleotide metabolism
rxn02985,  Metabolism of cofactors and vitamins
rxn11902,  Metabolism of cofactors and vitamins
rxn08377,  Lipid metabolism
rxn37980,
rxn30634,  Amino acid metabolism
rxn03666,  Xenobiotics biodegradation and metabolism
rxn01245,
rxn01366,  Nucleotide metabolism
rxn01841,  Amino acid metabolism
rxn38106,  Amino acid metabolism
rxn09944,  Xenobiotics biodegradation and metabolism
rxn32486,  Carbohydrate metabolism
rxn06890,  Xenobiotics biodegradation and metabolism
rxn01314,  Metabolism of cofactors and vitamins
rxn02160,  Amino acid metabolism
rxn16620,  Amino acid metabolism
rxn38278,
rxn33387,
rxn30380,  Metabolism of cofactors and vitamins
rxn09616,  Xenobiotics biodegradation and metabolism
rxn37968,
rxn07359,  Metabolism of terpenoids and polyketides
rxn31528,  Metabolism of terpenoids and polyketides
rxn32378,  Nucleotide metabolism
rxn07807,  Xenobiotics biodegradation and metabolism
rxn17099,  Xenobiotics biodegradation and metabolism
rxn26478,  Metabolism of terpenoids and polyketides
rxn30446,  Nucleotide metabolism
rxn03205,  Amino acid metabolism
rxn15942,  Lipid metabolism
rxn19240,
rxn01508,  Nucleotide metabolism
rxn00879,  Biosynthesis of other secondary metabolites
rxn16176,  Metabolism of terpenoids and polyketides
rxn14316,  Amino acid metabolism
rxn44035,
rxn10974,  Metabolism of terpenoids and polyketides
rxn07752,  Biosynthesis of other secondary metabolites
rxn06671,  Lipid metabolism
rxn10272,  Energy metabolism
rxn05693,
rxn03786,  Xenobiotics biodegradation and metabolism
rxn07896,  Xenobiotics biodegradation and metabolism
rxn37546,
rxn01513,  Nucleotide metabolism
rxn02696,  Carbohydrate metabolism
rxn16594,  Metabolism of terpenoids and polyketides
rxn08982,  Metabolism of terpenoids and polyketides
rxn05645,
rxn22005,
rxn00133,  Nucleotide metabolism
rxn15991,
rxn00853,  Amino acid metabolism
rxn15529,
rxn25749,  Lipid metabolism
rxn15190,  Carbohydrate metabolism
rxn16400,
rxn28051,
rxn00709,  Nucleotide metabolism
rxn11202,
rxn15661,  Carbohydrate metabolism
rxn27779,  Carbohydrate metabolism
rxn00748,  Carbohydrate metabolism
rxn02676,  Carbohydrate metabolism
rxn07765,  Biosynthesis of other secondary metabolites
rxn00933,  Amino acid metabolism
rxn04313,  Metabolism of terpenoids and polyketides
rxn38078,
rxn33815,  Amino acid metabolism
biomass_GmPos,
rxn38862,  Carbohydrate metabolism
rxn16838,  Metabolism of cofactors and vitamins
rxn15868,  Metabolism of terpenoids and polyketides
rxn11162,
rxn06864,  Metabolism of cofactors and vitamins
rxn00657,  Metabolism of other amino acids
rxn00267,  Amino acid metabolism
rxn09861,  Xenobiotics biodegradation and metabolism
rxn04549,  Metabolism of terpenoids and polyketides
rxn36715,  Lipid metabolism
rxn00258,  Carbohydrate metabolism
rxn01680,  Amino acid metabolism
rxn35456,  Metabolism of cofactors and vitamins
rxn38833,  Nucleotide metabolism
rxn48018,
EXpd00308,
rxn03050,
rxn09180,  Amino acid metabolism
rxn07618,  Xenobiotics biodegradation and metabolism
rxn03130,  Glycan biosynthesis and metabolism
rxn34729,  Lipid metabolism
rxn07602,  Xenobiotics biodegradation and metabolism
rxn04139,  Metabolism of cofactors and vitamins
rxn15728,  Carbohydrate metabolism
rxn00423,  Amino acid metabolism
rxn07523,  Xenobiotics biodegradation and metabolism
rxn38254,
rxn30384,  Carbohydrate metabolism
rxn08267,
rxn14135,
rxn16697,  Metabolism of terpenoids and polyketides
rxn11590,
rxn25059,
rxn01772,  Amino acid metabolism
rxn33181,  Nucleotide metabolism
rxn46323,
rxn02235,  Lipid metabolism
EXpd00309,
rxn00762,  Lipid metabolism
rxn30152,
rxn16843,  Energy metabolism
rxn10857,
rxn27522,  Carbohydrate metabolism
rxn27773,
rxn01524,  Nucleotide metabolism
rxn28889,  Amino acid metabolism
rxn24334,
rxn04831,  Xenobiotics biodegradation and metabolism
rxn02375,  Nucleotide metabolism
rxn15490,  Nucleotide metabolism
rxn13947,  Glycan biosynthesis and metabolism
rxn29989,  Amino acid metabolism
rxn30104,  Metabolism of cofactors and vitamins
rxn31984,  Lipid metabolism
rxn26352,  Metabolism of cofactors and vitamins
rxn01667,  Carbohydrate metabolism
rxn00566,  Amino acid metabolism
rxn02084,  Amino acid metabolism
rxn03899,  Energy metabolism
rxn05149,  Nucleotide metabolism
rxn11355,
rxn08924,  Metabolism of cofactors and vitamins
rxn11209,
rxn08433,  Lipid metabolism
rxn10534,
rxn00456,  Amino acid metabolism
rxn30698,  Carbohydrate metabolism
rxn09373,  Nucleotide metabolism
rxn33316,  Energy metabolism
rxn02401,  Metabolism of cofactors and vitamins
rxn15296,  Carbohydrate metabolism
rxn27937,
rxn30508,
rxn00077,  Metabolism of cofactors and vitamins
rxn33134,  Amino acid metabolism
rxn16655,  Metabolism of terpenoids and polyketides
rxn04346,  Metabolism of terpenoids and polyketides
rxn02450,  Lipid metabolism
rxn06033,  Lipid metabolism
rxn02091,
rxn35429,
rxn04348,  Metabolism of terpenoids and polyketides
rxn00713,  Nucleotide metabolism
rxn41811,
rxn03915,  Xenobiotics biodegradation and metabolism
rxn38467,  Metabolism of cofactors and vitamins
rxn06089,  Lipid metabolism
rxn31983,
rxn01799,  Nucleotide metabolism
rxn07747,  Biosynthesis of other secondary metabolites
rxn23730,
rxn01188,  Amino acid metabolism
rxn32777,  Carbohydrate metabolism
rxn03976,
rxn06329,  Metabolism of cofactors and vitamins
rxn32176,  Nucleotide metabolism
rxn03594,  Xenobiotics biodegradation and metabolism
rxn01919,  Amino acid metabolism
rxn07840,  Amino acid metabolism
rxn10580,
rxn22384,  Amino acid metabolism
rxn38275,  Metabolism of cofactors and vitamins
rxn03511,  Glycan biosynthesis and metabolism
rxn09049,  Metabolism of cofactors and vitamins
rxn02292,  Metabolism of cofactors and vitamins
rxn00763,  Lipid metabolism
rxn00295,  Carbohydrate metabolism
rxn01912,  Carbohydrate metabolism
rxn34630,  Carbohydrate metabolism
rxn29952,  Nucleotide metabolism
rxn01989,  Carbohydrate metabolism
rxn37219,  Metabolism of cofactors and vitamins
rxn38370,  Biosynthesis of other secondary metabolites
rxn33838,
rxn25583,  Biosynthesis of other secondary metabolites
rxn27984,
rxn28543,  Carbohydrate metabolism
rxn00393,
rxn01945,  Amino acid metabolism
rxn33994,  Carbohydrate metabolism
rxn32753,  Lipid metabolism
rxn32987,  Amino acid metabolism
EXpd00105,
rxn38097,
rxn34262,  Carbohydrate metabolism
rxn13940,  Glycan biosynthesis and metabolism
rxn16127,  Metabolism of terpenoids and polyketides
rxn16512,  Carbohydrate metabolism
rxn03424,  Amino acid metabolism
rxn05733,
rxn15953,  Carbohydrate metabolism
rxn03740,  Xenobiotics biodegradation and metabolism
rxn28390,
rxn01377,  Metabolism of other amino acids
rxn08968,  Metabolism of cofactors and vitamins
rxn27889,  Metabolism of other amino acids
rxn38691,
rxn03563,  Xenobiotics biodegradation and metabolism
rxn15365,  Lipid metabolism
rxn30154,
rxn04478,  Metabolism of terpenoids and polyketides
rxn05047,  Amino acid metabolism
rxn15206,
rxn00520,  Carbohydrate metabolism
rxn00973,
rxn08069,
rxn02969,  Xenobiotics biodegradation and metabolism
rxn32216,  Nucleotide metabolism
rxn00356,  Carbohydrate metabolism
rxn11749,  Xenobiotics biodegradation and metabolism
rxn35454,
rxn00134,  Nucleotide metabolism
rxn01656,  Metabolism of terpenoids and polyketides
rxn00871,  Carbohydrate metabolism
rxn08231,
rxn01598,  Xenobiotics biodegradation and metabolism
rxn00586,  Xenobiotics biodegradation and metabolism
rxn11000,
rxn00375,  Amino acid metabolism
rxn07757,  Biosynthesis of other secondary metabolites
rxn02881,  Metabolism of cofactors and vitamins
rxn03942,
rxn10057,  Energy metabolism
rxn07475,  Carbohydrate metabolism
rxn04070,  Metabolism of cofactors and vitamins
rxn23650,
rxn04338,  Metabolism of terpenoids and polyketides
rxn28181,  Amino acid metabolism
rxn30431,  Nucleotide metabolism
rxn10939,
rxn03681,  Xenobiotics biodegradation and metabolism
rxn03924,  Metabolism of other amino acids
rxn30743,
rxn04377,  Lipid metabolism
rxn15952,  Carbohydrate metabolism
rxn32058,
rxn32050,  Carbohydrate metabolism
rxn02276,  Amino acid metabolism
rxn00417,
rxn37965,  Lipid metabolism
rxn03251,  Lipid metabolism
rxn26471,  Metabolism of terpenoids and polyketides
rxn35343,  Lipid metabolism
rxn38257,  Amino acid metabolism
rxn16684,  Carbohydrate metabolism
rxn10003,  Energy metabolism
rxn10978,  Amino acid metabolism
rxn08297,
rxn27688,  Nucleotide metabolism
rxn00038,  Carbohydrate metabolism
rxn14184,
rxn01802,  Lipid metabolism
rxn07681,  Lipid metabolism
rxn01751,  Carbohydrate metabolism
rxn23629,
rxn13281,
rxn20026,
rxn35545,  Amino acid metabolism
rxn01931,
rxn01921,  Carbohydrate metabolism
rxn08610,  Carbohydrate metabolism
rxn14000,  Amino acid metabolism
rxn19224,  Xenobiotics biodegradation and metabolism
rxn01642,  Amino acid metabolism
rxn01233,  Metabolism of other amino acids
rxn01646,  Metabolism of cofactors and vitamins
rxn11757,  Xenobiotics biodegradation and metabolism
rxn27001,
rxn08233,
rxn27427,  Carbohydrate metabolism
rxn31917,  Nucleotide metabolism
rxn03866,  Xenobiotics biodegradation and metabolism
rxn15823,  Metabolism of terpenoids and polyketides
rxn32413,  Carbohydrate metabolism
rxn26394,  Metabolism of other amino acids
rxn31977,  Amino acid metabolism
rxn46555,
rxn33706,  Amino acid metabolism
rxn35415,
rxn16142,  Energy metabolism
rxn47813,
rxn04795,  Xenobiotics biodegradation and metabolism
rxn02296,  Metabolism of cofactors and vitamins
rxn08220,
rxn27943,  Carbohydrate metabolism
rxn31241,  Metabolism of cofactors and vitamins
rxn12212,
rxn07885,
rxn16618,  Amino acid metabolism
rxn05626,
rxn00292,  Carbohydrate metabolism
rxn03426,  Amino acid metabolism
rxn33242,
rxn03362,  Amino acid metabolism
rxn00558,
rxn34771,
rxn31254,  Lipid metabolism
rxn01640,  Amino acid metabolism
rxn10665,  Amino acid metabolism
rxn37933,  Carbohydrate metabolism
rxn07764,  Biosynthesis of other secondary metabolites
rxn04353,  Metabolism of terpenoids and polyketides
rxn03159,  Glycan biosynthesis and metabolism
rxn33806,  Carbohydrate metabolism
rxn03182,  Glycan biosynthesis and metabolism
rxn05305,  Lipid metabolism
rxn04750,  Amino acid metabolism
EXpd15499,
rxn32812,
rxn33484,  Carbohydrate metabolism
rxn03254,  Lipid metabolism
EXpd00048,
rxn16194,  Metabolism of terpenoids and polyketides
rxn03141,  Glycan biosynthesis and metabolism
rxn38824,  Carbohydrate metabolism
rxn05674,
rxn08747,  Metabolism of terpenoids and polyketides
rxn16681,  Amino acid metabolism
EXpd00367,
rxn00507,  Carbohydrate metabolism
rxn04840,  Lipid metabolism
rxn33098,
rxn28116,  Carbohydrate metabolism
EXpd00065,
EXpd03587,
rxn11761,  Xenobiotics biodegradation and metabolism
rxn09451,  Lipid metabolism
rxn00897,  Carbohydrate metabolism
rxn06216,  Lipid metabolism
rxn08854,
rxn00742,  Amino acid metabolism
rxn02523,  Metabolism of cofactors and vitamins
rxn02517,  Nucleotide metabolism
rxn19673,  Energy metabolism
rxn11756,  Xenobiotics biodegradation and metabolism
rxn16257,  Xenobiotics biodegradation and metabolism
rxn01999,  Metabolism of terpenoids and polyketides
rxn07323,  Lipid metabolism
rxn09104,  Metabolism of cofactors and vitamins
rxn01016,  Energy metabolism
rxn03885,  Carbohydrate metabolism
rxn19898,  Amino acid metabolism
rxn32365,  Carbohydrate metabolism
rxn15478,  Glycan biosynthesis and metabolism
rxn27815,
rxn07595,  Xenobiotics biodegradation and metabolism
rxn30041,  Metabolism of cofactors and vitamins
rxn01466,  Metabolism of terpenoids and polyketides
rxn15060,  Energy metabolism
rxn03282,
rxn07573,  Lipid metabolism
EXpd08023,
rxn31868,  Lipid metabolism
rxn00987,  Metabolism of cofactors and vitamins
rxn34352,
rxn23799,  Metabolism of cofactors and vitamins
rxn30972,  Xenobiotics biodegradation and metabolism
rxn27379,  Amino acid metabolism
rxn16785,
rxn32767,
rxn08998,
rxn15503,
rxn11731,  Amino acid metabolism
rxn02246,  Amino acid metabolism
rxn38399,  Lipid metabolism
rxn32740,  Carbohydrate metabolism
rxn33079,  Carbohydrate metabolism
rxn23000,  Carbohydrate metabolism
rxn04748,  Xenobiotics biodegradation and metabolism
rxn16666,  Carbohydrate metabolism
rxn37222,  Metabolism of cofactors and vitamins
EXpd00220,
rxn33524,  Amino acid metabolism
rxn01176,  Carbohydrate metabolism
rxn18913,  Carbohydrate metabolism
rxn15343,  Metabolism of other amino acids
rxn09836,  Xenobiotics biodegradation and metabolism
rxn27428,  Carbohydrate metabolism
rxn31437,  Lipid metabolism
rxn02170,  Amino acid metabolism
rxn14393,  Biosynthesis of other secondary metabolites
rxn38867,  Amino acid metabolism
rxn32048,  Metabolism of other amino acids
rxn33573,  Nucleotide metabolism
rxn15539,
rxn39979,  Xenobiotics biodegradation and metabolism
rxn10168,  Lipid metabolism
rxn01497,  Amino acid metabolism
rxn01439,  Carbohydrate metabolism
rxn31104,  Metabolism of cofactors and vitamins
rxn38026,  Metabolism of cofactors and vitamins
rxn02362,
rxn07746,  Biosynthesis of other secondary metabolites
rxn08229,
rxn31408,  Lipid metabolism
