Reaction,Annotation
rxn01205, Metabolism of cofactors and vitamins
rxn00783, Carbohydrate metabolism
rxn19646,
rxn03340, Amino acid metabolism
rxn07758, Biosynthesis of other secondary metabolites
rxn30633, Amino acid metabolism
rxn04527, Metabolism of terpenoids and polyketides
rxn07897, Xenobiotics biodegradation and metabolites
rxn35454,
rxn08240,
rxn02177, Metabolism of terpenoids and polyketides
rxn09126, Metabolism of cofactors and vitamins
rxn15880,
rxn07527, Xenobiotics biodegradation and metabolites
rxn35893,
rxn26011, Amino acid metabolism
rxn10116, Carbohydrate metabolism
rxn01016, Energy metabolism
rxn35505, Carbohydrate metabolism
rxn34273, Nucleotide metabolism
rxn35346, Biosynthesis of other secondary metabolites
rxn16594, Metabolism of terpenoids and polyketides
rxn00305, Carbohydrate metabolism
rxn02038, Lipid metabolism
rxn10177, Metabolism of terpenoids and polyketides
rxn31883, Xenobiotics biodegradation and metabolites
rxn20037, Xenobiotics biodegradation and metabolites
rxn33220, Metabolism of terpenoids and polyketides
rxn38124,
rxn04325, Metabolism of terpenoids and polyketides
rxn25746, Lipid metabolism
rxn30478,
rxn30578, Nucleotide metabolism
rxn32434, Metabolism of cofactors and vitamins
rxn31870, Metabolism of cofactors and vitamins
rxn00162, Carbohydrate metabolism
rxn00784, Carbohydrate metabolism
rxn03791, Xenobiotics biodegradation and metabolites
rxn16194, Metabolism of terpenoids and polyketides
rxn38034, Carbohydrate metabolism
rxn31785, Carbohydrate metabolism
rxn06822,
rxn06281,
rxn27932, Amino acid metabolism
rxn19260, Amino acid metabolism
rxn14178, Carbohydrate metabolism
rxn02051, Metabolism of terpenoids and polyketides
rxn02885, Amino acid metabolism
rxn09373, Nucleotide metabolism
rxn12039, Xenobiotics biodegradation and metabolites
rxn34204, Carbohydrate metabolism
rxn02775, Metabolism of cofactors and vitamins
rxn34771,
rxn11776, Xenobiotics biodegradation and metabolites
rxn12996,
rxn44443,
rxn17743, Xenobiotics biodegradation and metabolites
rxn07204, Energy metabolism
rxn32093, Lipid metabolism
rxn32002, Xenobiotics biodegradation and metabolites
rxn15210, Carbohydrate metabolism
rxn15635, Metabolism of terpenoids and polyketides
EXpd03725,
rxn04914, Lipid metabolism
rxn00754, Lipid metabolism
rxn33706, Amino acid metabolism
rxn31924, Metabolism of cofactors and vitamins
rxn04794, Carbohydrate metabolism
rxn02341, Metabolism of cofactors and vitamins
rxn34728, Lipid metabolism
rxn03600, Xenobiotics biodegradation and metabolites
rxn46348,
rxn33474, Nucleotide metabolism
rxn16096, Xenobiotics biodegradation and metabolites
rxn05093, Energy metabolism
rxn31887, Lipid metabolism
rxn11757, Xenobiotics biodegradation and metabolites
rxn31910, Lipid metabolism
EXpd00388,
rxn08169, Metabolism of cofactors and vitamins
rxn07160, Biosynthesis of other secondary metabolites
rxn15361, Carbohydrate metabolism
rxn17766, Nucleotide metabolism
rxn30087, Carbohydrate metabolism
rxn07429,
rxn02896, Biosynthesis of other secondary metabolites
rxn01160, Energy metabolism
rxn07241,
rxn31977, Amino acid metabolism
rxn38487, Lipid metabolism
rxn03167, Metabolism of cofactors and vitamins
rxn10867,
rxn00521, Amino acid metabolism
rxn04941, Carbohydrate metabolism
EXpd00089,
rxn31394,
rxn02123, Carbohydrate metabolism
rxn09679, Carbohydrate metabolism
rxn28803, Metabolism of terpenoids and polyketides
rxn25238, Amino acid metabolism
rxn16182, Metabolism of terpenoids and polyketides
rxn03574, Xenobiotics biodegradation and metabolites
rxn34739, Lipid metabolism
rxn00365, Nucleotide metabolism
rxn01780,
rxn05514,
rxn38029, Amino acid metabolism
rxn03055, Amino acid metabolism
rxn15459, Carbohydrate metabolism
rxn28890, Amino acid metabolism
rxn15616, Metabolism of terpenoids and polyketides
rxn16799, Carbohydrate metabolism
rxn30089,
rxn02269,
rxn33766, Metabolism of cofactors and vitamins
rxn03747, Xenobiotics biodegradation and metabolites
rxn16607,
rxn07520, Xenobiotics biodegradation and metabolites
rxn20619,
rxn03605, Xenobiotics biodegradation and metabolites
rxn33087, Carbohydrate metabolism
rxn03904, Glycan biosynthesis and metabolism
rxn06982, Metabolism of cofactors and vitamins
rxn07849, Energy metabolism
rxn11334,
biomass_GmPos,
rxn05255,
rxn02313, Carbohydrate metabolism
rxn34088, Carbohydrate metabolism
rxn34769,
rxn30907, Nucleotide metabolism
rxn02112, Carbohydrate metabolism
rxn04374, Lipid metabolism
rxn03852,
rxn15216, Lipid metabolism
rxn31878, Lipid metabolism
rxn10665, Amino acid metabolism
rxn11676,
rxn05890, Energy metabolism
rxn28199, Carbohydrate metabolism
rxn09049, Metabolism of cofactors and vitamins
rxn05871, Lipid metabolism
rxn37671,
rxn35355, Carbohydrate metabolism
rxn02262, Carbohydrate metabolism
rxn19224, Xenobiotics biodegradation and metabolites
rxn16661, Amino acid metabolism
rxn00024, Amino acid metabolism
rxn08672, Metabolism of cofactors and vitamins
rxn24319,
rxn05071, Metabolism of terpenoids and polyketides
rxn30697, Metabolism of terpenoids and polyketides
rxn16359, Amino acid metabolism
rxn33642, Amino acid metabolism
rxn03654, Xenobiotics biodegradation and metabolites
EXpd00051,
rxn09715, Nucleotide metabolism
rxn13801,
rxn01308, Carbohydrate metabolism
rxn05893, Energy metabolism
rxn00054, Amino acid metabolism
rxn15439, Carbohydrate metabolism
rxn08224,
rxn15634, Metabolism of terpenoids and polyketides
rxn27543,
EXpd00220,
rxn01156, Amino acid metabolism
rxn01231, Metabolism of other amino acids
rxn16403,
rxn05221, Nucleotide metabolism
rxn00752, Amino acid metabolism
rxn11772, Xenobiotics biodegradation and metabolites
rxn32572, Amino acid metabolism
rxn03758, Metabolism of terpenoids and polyketides
EXpd00209,
rxn01986, Carbohydrate metabolism
rxn32850, Lipid metabolism
rxn00347, Amino acid metabolism
rxn33981, Carbohydrate metabolism
rxn38099, Metabolism of terpenoids and polyketides
rxn06038, Lipid metabolism
EXpd10515,
rxn38162, Carbohydrate metabolism
rxn08537,
rxn31933, Xenobiotics biodegradation and metabolites
rxn05245,
rxn02128, Metabolism of cofactors and vitamins
rxn01352, Nucleotide metabolism
rxn32711, Carbohydrate metabolism
rxn32571, Carbohydrate metabolism
rxn32052, Carbohydrate metabolism
rxn07759, Biosynthesis of other secondary metabolites
rxn02983, Xenobiotics biodegradation and metabolites
rxn30534,
rxn03875, Xenobiotics biodegradation and metabolites
rxn00286, Energy metabolism
rxn04337, Metabolism of terpenoids and polyketides
rxn16611, Glycan biosynthesis and metabolism
rxn42091,
rxn07644, Xenobiotics biodegradation and metabolites
rxn01146, Nucleotide metabolism
rxn00778, Carbohydrate metabolism
rxn14000, Amino acid metabolism
rxn31801, Amino acid metabolism
rxn15410, Metabolism of other amino acids
rxn33208, Lipid metabolism
rxn16515,
rxn03047, Metabolism of cofactors and vitamins
rxn01366, Nucleotide metabolism
rxn15245, Carbohydrate metabolism
rxn30072,
rxn15277, Carbohydrate metabolism
rxn02743, Amino acid metabolism
rxn15783, Metabolism of cofactors and vitamins
rxn08799,
rxn15115, Carbohydrate metabolism
rxn05763,
rxn38512, Metabolism of other amino acids
rxn05468,
rxn16642, Amino acid metabolism
rxn02975, Carbohydrate metabolism
rxn04359, Metabolism of terpenoids and polyketides
rxn16675, Carbohydrate metabolism
EXpd00066,
rxn25051, Amino acid metabolism
rxn03092,
rxn03864, Xenobiotics biodegradation and metabolites
rxn15822, Metabolism of terpenoids and polyketides
rxn32452,
rxn03359, Amino acid metabolism
rxn31891, Xenobiotics biodegradation and metabolites
rxn33937,
rxn22316,
rxn14372, Amino acid metabolism
rxn00968, Xenobiotics biodegradation and metabolites
rxn38078,
rxn05206, Nucleotide metabolism
rxn19776, Carbohydrate metabolism
rxn04809, Xenobiotics biodegradation and metabolites
rxn00538, Lipid metabolism
rxn04903, Xenobiotics biodegradation and metabolites
rxn16140, Carbohydrate metabolism
rxn38490, Lipid metabolism
rxn31321, Lipid metabolism
rxn07372, Metabolism of terpenoids and polyketides
rxn07896, Xenobiotics biodegradation and metabolites
rxn08521,
rxn37965, Lipid metabolism
rxn03091,
rxn10010, Energy metabolism
rxn02925, Amino acid metabolism
rxn31437, Lipid metabolism
rxn33550,
rxn02767, Amino acid metabolism
rxn03491, Metabolism of cofactors and vitamins
rxn32471, Carbohydrate metabolism
rxn33681, Carbohydrate metabolism
rxn05110, Biosynthesis of other secondary metabolites
rxn33568, Metabolism of cofactors and vitamins
rxn03978, Energy metabolism
rxn03397, Metabolism of cofactors and vitamins
rxn32318, Metabolism of cofactors and vitamins
rxn30780, Lipid metabolism
rxn03622, Xenobiotics biodegradation and metabolites
EXpd00308,
rxn10562, Energy metabolism
rxn12204, Biosynthesis of other secondary metabolites
rxn07485, Xenobiotics biodegradation and metabolites
rxn03942,
rxn35164, Lipid metabolism
rxn42988,
rxn38677, Lipid metabolism
rxn07883,
rxn33728, Lipid metabolism
rxn01293, Xenobiotics biodegradation and metabolites
rxn33452,
rxn02033, Biosynthesis of other secondary metabolites
EXpd00092,
rxn03896, Xenobiotics biodegradation and metabolites
rxn06037, Lipid metabolism
rxn38710, Amino acid metabolism
rxn38278,
rxn31936,
rxn38831, Nucleotide metabolism
rxn10088, Energy metabolism
rxn01541, Nucleotide metabolism
rxn07359, Metabolism of terpenoids and polyketides
rxn31443, Lipid metabolism
rxn38314, Amino acid metabolism
rxn04886, Xenobiotics biodegradation and metabolites
rxn31539,
rxn05300, Lipid metabolism
rxn00265,
rxn28256,
rxn06905,
rxn32308, Nucleotide metabolism
rxn16442, Carbohydrate metabolism
rxn00994, Amino acid metabolism
rxn03337, Amino acid metabolism
rxn10058, Energy metabolism
rxn08569,
rxn06219, Lipid metabolism
rxn05318, Lipid metabolism
rxn01163, Lipid metabolism
rxn36507, Lipid metabolism
rxn38104, Metabolism of terpenoids and polyketides
rxn07518, Xenobiotics biodegradation and metabolites
rxn07482, Xenobiotics biodegradation and metabolites
EXpd00099,
rxn00396, Amino acid metabolism
rxn03042, Carbohydrate metabolism
rxn32425, Metabolism of cofactors and vitamins
rxn08227,
rxn04662, Amino acid metabolism
rxn10202, Energy metabolism
rxn15864, Biosynthesis of other secondary metabolites
rxn35432, Amino acid metabolism
rxn15630, Metabolism of terpenoids and polyketides
rxn01202,
rxn31254, Lipid metabolism
rxn06087, Lipid metabolism
rxn05070, Metabolism of terpenoids and polyketides
rxn38114, Carbohydrate metabolism
rxn16580,
rxn08820,
rxn15850, Biosynthesis of other secondary metabolites
rxn32974, Nucleotide metabolism
rxn15430,
rxn02190, Nucleotide metabolism
rxn32969, Nucleotide metabolism
rxn23629,
rxn35452, Carbohydrate metabolism
rxn08879,
rxn38970, Lipid metabolism
rxn01350, Energy metabolism
rxn04811, Xenobiotics biodegradation and metabolites
rxn20263, Metabolism of cofactors and vitamins
rxn23024,
rxn09637, Xenobiotics biodegradation and metabolites
rxn11987,
rxn05952, Metabolism of other amino acids
rxn41427,
rxn34304, Carbohydrate metabolism
rxn02427, Metabolism of cofactors and vitamins
rxn19673, Energy metabolism
rxn31826,
rxn33867, Carbohydrate metabolism
EXpd00149,
rxn06729, Glycan biosynthesis and metabolism
EXpd02333,
rxn04052, Metabolism of cofactors and vitamins
rxn01734, Carbohydrate metabolism
rxn09470, Metabolism of other amino acids
rxn11716, Lipid metabolism
rxn03041, Amino acid metabolism
rxn11760, Xenobiotics biodegradation and metabolites
rxn05179, Nucleotide metabolism
rxn04264, Metabolism of terpenoids and polyketides
rxn00539, Lipid metabolism
rxn07876,
rxn16666, Carbohydrate metabolism
rxn03957, Metabolism of terpenoids and polyketides
rxn27956,
EXpd09027,
rxn03741, Xenobiotics biodegradation and metabolites
rxn37861, Biosynthesis of other secondary metabolites
rxn17745, Carbohydrate metabolism
rxn16346,
EXpd00082,
rxn02322, Metabolism of terpenoids and polyketides
rxn12776, Carbohydrate metabolism
rxn02030,
rxn32619,
rxn00714, Nucleotide metabolism
rxn19141,
rxn00837, Nucleotide metabolism
rxn16195, Metabolism of terpenoids and polyketides
rxn00768, Lipid metabolism
rxn05151, Nucleotide metabolism
rxn04589, Biosynthesis of other secondary metabolites
rxn03532, Metabolism of cofactors and vitamins
rxn30552, Amino acid metabolism
rxn08439, Lipid metabolism
rxn11682, Lipid metabolism
rxn15383, Carbohydrate metabolism
EXpd00654,
rxn00317,
rxn04096, Xenobiotics biodegradation and metabolites
rxn00346, Metabolism of other amino acids
EXpd00307,
rxn00279, Amino acid metabolism
rxn22987, Amino acid metabolism
rxn01972, Amino acid metabolism
rxn38046,
rxn00615, Lipid metabolism
rxn38233, Nucleotide metabolism
rxn15641, Xenobiotics biodegradation and metabolites
rxn09865, Xenobiotics biodegradation and metabolites
rxn38275, Metabolism of cofactors and vitamins
rxn11537, Metabolism of terpenoids and polyketides
rxn00829, Metabolism of terpenoids and polyketides
rxn16788,
rxn10767, Amino acid metabolism
rxn15352, Carbohydrate metabolism
rxn11510,
rxn03976,
rxn04726, Xenobiotics biodegradation and metabolites
rxn28327,
rxn32595,
rxn04339, Metabolism of terpenoids and polyketides
rxn15875,
rxn00400, Amino acid metabolism
rxn00378, Energy metabolism
rxn33373, Lipid metabolism
EXpd00075,
rxn03663, Xenobiotics biodegradation and metabolites
rxn02618, Lipid metabolism
rxn00988, Carbohydrate metabolism
rxn15998, Xenobiotics biodegradation and metabolites
rxn00853, Amino acid metabolism
rxn01422, Amino acid metabolism
rxn09192, Nucleotide metabolism
rxn30339, Amino acid metabolism
rxn02142, Xenobiotics biodegradation and metabolites
rxn01303, Amino acid metabolism
rxn12147, Carbohydrate metabolism
rxn19030, Carbohydrate metabolism
rxn16091, Xenobiotics biodegradation and metabolites
rxn28889, Amino acid metabolism
rxn01786, Metabolism of terpenoids and polyketides
rxn02807, Xenobiotics biodegradation and metabolites
rxn32599, Xenobiotics biodegradation and metabolites
rxn14393, Biosynthesis of other secondary metabolites
rxn05177, Nucleotide metabolism
rxn03182, Glycan biosynthesis and metabolism
rxn04447, Metabolism of terpenoids and polyketides
rxn04597, Amino acid metabolism
rxn08762, Lipid metabolism
rxn16149, Nucleotide metabolism
rxn14275,
rxn19339, Xenobiotics biodegradation and metabolites
rxn01593, Biosynthesis of other secondary metabolites
rxn16664,
rxn37871,
rxn31381, Carbohydrate metabolism
rxn02809, Xenobiotics biodegradation and metabolites
rxn04793, Lipid metabolism
rxn11036,
rxn15165, Metabolism of cofactors and vitamins
rxn32488,
rxn16699, Metabolism of terpenoids and polyketides
rxn20661, Amino acid metabolism
rxn30430, Amino acid metabolism
rxn33015,
rxn02154, Metabolism of cofactors and vitamins
rxn16400,
rxn00038, Carbohydrate metabolism
rxn35698, Nucleotide metabolism
rxn00584, Xenobiotics biodegradation and metabolites
rxn02091,
rxn10003, Energy metabolism
rxn19327,
rxn04025, Amino acid metabolism
rxn06220, Lipid metabolism
rxn28238, Energy metabolism
rxn16399,
rxn05256,
rxn01513, Nucleotide metabolism
rxn03974, Biosynthesis of other secondary metabolites
rxn16655, Metabolism of terpenoids and polyketides
EXpd00023,
rxn11934, Energy metabolism
rxn32605, Metabolism of other amino acids
rxn03578, Xenobiotics biodegradation and metabolites
rxn01919, Amino acid metabolism
rxn20608,
rxn30068, Carbohydrate metabolism
rxn37674, Metabolism of other amino acids
rxn16132, Xenobiotics biodegradation and metabolites
rxn15330, Amino acid metabolism
rxn20782, Energy metabolism
rxn09716, Xenobiotics biodegradation and metabolites
rxn02523, Metabolism of cofactors and vitamins
rxn00002, Amino acid metabolism
rxn35518, Carbohydrate metabolism
rxn10053, Energy metabolism
rxn14083,
rxn05066,
rxn35554, Amino acid metabolism
rxn02716, Metabolism of cofactors and vitamins
rxn38812, Biosynthesis of other secondary metabolites
rxn35352, Metabolism of cofactors and vitamins
rxn32350,
rxn32781,
rxn01885, Metabolism of other amino acids
rxn14053, Metabolism of terpenoids and polyketides
rxn13141, Metabolism of cofactors and vitamins
rxn10104, Energy metabolism
rxn34185, Metabolism of other amino acids
rxn08801,
rxn04834, Xenobiotics biodegradation and metabolites
rxn14215, Metabolism of terpenoids and polyketides
rxn05313, Lipid metabolism
rxn00723, Xenobiotics biodegradation and metabolites
rxn15078,
rxn20839, Metabolism of terpenoids and polyketides
rxn09448, Lipid metabolism
rxn31675,
rxn35539,
rxn01475, Carbohydrate metabolism
EXpd00081,
rxn02745, Xenobiotics biodegradation and metabolites
rxn02008,
rxn20471,
rxn01108, Carbohydrate metabolism
EXpd00047,
rxn00979, Carbohydrate metabolism
rxn01233, Metabolism of other amino acids
rxn15139, Carbohydrate metabolism
rxn39963,
rxn36714, Lipid metabolism
EXpd00041,
rxn13150, Metabolism of cofactors and vitamins
rxn01188, Amino acid metabolism
rxn07845, Carbohydrate metabolism
rxn38009, Carbohydrate metabolism
rxn32371,
rxn35316, Energy metabolism
rxn18579, Nucleotide metabolism
rxn15923, Metabolism of cofactors and vitamins
rxn13697,
rxn01056, Carbohydrate metabolism
rxn05234, Nucleotide metabolism
rxn11569,
rxn14174, Lipid metabolism
rxn00375, Amino acid metabolism
rxn11968, Amino acid metabolism
rxn06348, Carbohydrate metabolism
rxn10954, Amino acid metabolism
rxn38030,
rxn02831, Metabolism of cofactors and vitamins
rxn33315,
rxn38862, Carbohydrate metabolism
rxn16000, Xenobiotics biodegradation and metabolites
rxn35560, Carbohydrate metabolism
rxn31412, Carbohydrate metabolism
rna_rxn,
rxn15480,
EXpd00137,
rxn34772, Carbohydrate metabolism
rxn15073, Carbohydrate metabolism
rxn01784, Metabolism of other amino acids
rxn01805, Carbohydrate metabolism
rxn15952, Carbohydrate metabolism
rxn31257, Lipid metabolism
rxn26505,
rxn07367, Metabolism of terpenoids and polyketides
rxn38863, Amino acid metabolism
rxn03678, Xenobiotics biodegradation and metabolites
rxn09106, Metabolism of cofactors and vitamins
rxn15079,
rxn02202, Metabolism of cofactors and vitamins
rxn10663, Amino acid metabolism
EXpd00247,
rxn34482,
rxn03946,
rxn28100, Amino acid metabolism
rxn05159, Nucleotide metabolism
rxn28169, Biosynthesis of other secondary metabolites
rxn38254,
rxn31790, Metabolism of cofactors and vitamins
rxn32473, Nucleotide metabolism
rxn34298, Metabolism of other amino acids
rxn07486, Carbohydrate metabolism
EXpd00129,
rxn02625, Carbohydrate metabolism
rxn05349, Lipid metabolism
rxn15728, Carbohydrate metabolism
rxn04033, Xenobiotics biodegradation and metabolites
rxn19940, Metabolism of cofactors and vitamins
rxn07353, Metabolism of terpenoids and polyketides
rxn02866, Amino acid metabolism
rxn31322, Lipid metabolism
rxn05114, Nucleotide metabolism
rxn15899, Carbohydrate metabolism
rxn01096, Xenobiotics biodegradation and metabolites
rxn00792, Metabolism of cofactors and vitamins
rxn31847, Nucleotide metabolism
rxn02845, Metabolism of other amino acids
rxn07256, Lipid metabolism
rxn01893, Amino acid metabolism
rxn02010, Glycan biosynthesis and metabolism
EXpd00644,
rxn02132,
rxn32164,
rxn38004, Carbohydrate metabolism
rxn32748, Nucleotide metabolism
rxn30680, Metabolism of cofactors and vitamins
rxn03843,
rxn09018, Metabolism of terpenoids and polyketides
rxn03861,
rxn38181, Metabolism of cofactors and vitamins
rxn00044,
rxn02104, Nucleotide metabolism
rxn04354, Metabolism of terpenoids and polyketides
rxn03625, Xenobiotics biodegradation and metabolites
rxn01434, Amino acid metabolism
rxn13976,
rxn19956, Biosynthesis of other secondary metabolites
rxn30116, Lipid metabolism
rxn29083, Carbohydrate metabolism
rxn03394, Metabolism of cofactors and vitamins
rxn18910, Nucleotide metabolism
rxn01642, Amino acid metabolism
rxn01409, Lipid metabolism
rxn31436,
rxn32176, Nucleotide metabolism
rxn23243, Metabolism of terpenoids and polyketides
rxn10155, Energy metabolism
rxn20288, Nucleotide metabolism
rxn20499, Metabolism of cofactors and vitamins
rxn14156, Biosynthesis of other secondary metabolites
rxn08771, Nucleotide metabolism
rxn02875,
rxn03935, Xenobiotics biodegradation and metabolites
rxn19989, Lipid metabolism
rxn32684, Carbohydrate metabolism
rxn34627, Carbohydrate metabolism
rxn00519, Carbohydrate metabolism
rxn16413,
rxn30979,
EXpd00098,
rxn03258, Lipid metabolism
rxn03547, Xenobiotics biodegradation and metabolites
rxn00399, Amino acid metabolism
rxn15679, Lipid metabolism
rxn28082, Metabolism of cofactors and vitamins
rxn03610, Xenobiotics biodegradation and metabolites
rxn30447, Nucleotide metabolism
rxn33672, Nucleotide metabolism
rxn05128, Amino acid metabolism
rxn02173, Carbohydrate metabolism
rxn15855, Biosynthesis of other secondary metabolites
rxn16503,
rxn03800, Xenobiotics biodegradation and metabolites
rxn05197, Nucleotide metabolism
rxn28099, Amino acid metabolism
rxn00077, Metabolism of cofactors and vitamins
rxn28267, Metabolism of other amino acids
rxn04579, Biosynthesis of other secondary metabolites
EXpd00242,
rxn07477,
rxn03715, Xenobiotics biodegradation and metabolites
rxn12615, Metabolism of cofactors and vitamins
rxn28107,
rxn07267, Lipid metabolism
rxn16343, Energy metabolism
rxn16137, Xenobiotics biodegradation and metabolites
rxn31335, Carbohydrate metabolism
rxn45899,
rxn01792, Metabolism of cofactors and vitamins
rxn07890, Xenobiotics biodegradation and metabolites
rxn01706, Nucleotide metabolism
rxn15125, Carbohydrate metabolism
rxn02883, Amino acid metabolism
rxn15785, Metabolism of cofactors and vitamins
rxn07882,
rxn00930, Amino acid metabolism
rxn16169, Metabolism of terpenoids and polyketides
rxn35541, Amino acid metabolism
EXpd00104,
rxn08307,
rxn11773, Xenobiotics biodegradation and metabolites
rxn29019, Metabolism of terpenoids and polyketides
rxn15490, Nucleotide metabolism
rxn04961, Energy metabolism
rxn16584,
rxn03205, Amino acid metabolism
rxn08291,
rxn07348, Metabolism of terpenoids and polyketides
rxn10534,
rxn13975, Biosynthesis of other secondary metabolites
rxn15005, Carbohydrate metabolism
rxn16334,
rxn00750, Lipid metabolism
rxn15619, Metabolism of terpenoids and polyketides
rxn34717, Lipid metabolism
rxn01142, Amino acid metabolism
rxn00366, Nucleotide metabolism
rxn04070, Metabolism of cofactors and vitamins
rxn27815,
rxn07685, Lipid metabolism
rxn33298, Metabolism of cofactors and vitamins
rxn00489, Amino acid metabolism
rxn19322, Metabolism of cofactors and vitamins
rxn05627,
rxn00313, Amino acid metabolism
EXpd00393,
rxn32580,
rxn31779, Nucleotide metabolism
rxn07775, Metabolism of cofactors and vitamins
rxn00804, Amino acid metabolism
rxn05946,
rxn32733,
rxn16701, Xenobiotics biodegradation and metabolites
rxn33436, Metabolism of cofactors and vitamins
rxn14152, Amino acid metabolism
rxn00467, Amino acid metabolism
rxn02170, Amino acid metabolism
rxn06485,
rxn15644, Xenobiotics biodegradation and metabolites
rxn09177, Metabolism of cofactors and vitamins
rxn15095, Carbohydrate metabolism
rxn27525, Metabolism of cofactors and vitamins
rxn00717, Nucleotide metabolism
rxn00779, Carbohydrate metabolism
rxn02102, Nucleotide metabolism
rxn16315, Metabolism of cofactors and vitamins
rxn16082, Xenobiotics biodegradation and metabolites
rxn03903, Glycan biosynthesis and metabolism
rxn09188, Amino acid metabolism
rxn07729, Biosynthesis of other secondary metabolites
rxn11755, Xenobiotics biodegradation and metabolites
rxn32387, Carbohydrate metabolism
rxn01499, Amino acid metabolism
rxn10977, Amino acid metabolism
rxn09429, Lipid metabolism
rxn11766, Xenobiotics biodegradation and metabolites
rxn31477, Glycan biosynthesis and metabolism
rxn07877,
rxn04355, Metabolism of terpenoids and polyketides
rxn02267,
rxn08900, Metabolism of cofactors and vitamins
rxn38824, Carbohydrate metabolism
rxn01921, Carbohydrate metabolism
rxn19988,
rxn02283, Metabolism of cofactors and vitamins
rxn16663,
rxn30429, Nucleotide metabolism
rxn16222, Metabolism of terpenoids and polyketides
rxn02518, Nucleotide metabolism
rxn00368, Nucleotide metabolism
rxn10271, Energy metabolism
rxn33762, Nucleotide metabolism
rxn09109, Metabolism of cofactors and vitamins
rxn02980, Xenobiotics biodegradation and metabolites
rxn27724, Metabolism of cofactors and vitamins
rxn32630, Amino acid metabolism
rxn01466, Metabolism of terpenoids and polyketides
rxn16776, Nucleotide metabolism
rxn02375, Nucleotide metabolism
rxn07218,
rxn03562, Xenobiotics biodegradation and metabolites
rxn11681, Lipid metabolism
rxn30428, Nucleotide metabolism
rxn06864, Metabolism of cofactors and vitamins
rxn31476, Glycan biosynthesis and metabolism
rxn34705,
rxn32591, Metabolism of cofactors and vitamins
rxn01671, Metabolism of cofactors and vitamins
rxn15276, Carbohydrate metabolism
rxn16151, Carbohydrate metabolism
rxn03260, Lipid metabolism
rxn01729, Amino acid metabolism
rxn16679, Amino acid metabolism
rxn01285,
rxn02761, Nucleotide metabolism
EXpd00063,
rxn03126, Energy metabolism
rxn18920,
rxn06545, Xenobiotics biodegradation and metabolites
rxn19543, Amino acid metabolism
rxn34630, Carbohydrate metabolism
rxn04934, Amino acid metabolism
rxn28277, Lipid metabolism
rxn32777, Carbohydrate metabolism
rxn23405, Carbohydrate metabolism
rxn33400,
rxn40264, Energy metabolism
rxn15625, Metabolism of terpenoids and polyketides
rxn16398,
rxn30442,
rxn30189, Nucleotide metabolism
rxn03744, Xenobiotics biodegradation and metabolites
rxn38486, Lipid metabolism
rxn00255, Xenobiotics biodegradation and metabolites
rxn04047, Metabolism of cofactors and vitamins
rxn32513, Amino acid metabolism
rxn38911,
rxn33683, Amino acid metabolism
rxn46587,
rxn14132,
rxn03990,
rxn35212,
rxn34734, Lipid metabolism
rxn38796, Carbohydrate metabolism
rxn45777,
rxn32249, Amino acid metabolism
rxn20592,
rxn31895, Nucleotide metabolism
rxn13746,
EXpd00053,
rxn10939,
rxn27531,
rxn32708, Carbohydrate metabolism
rxn30386,
rxn47471,
rxn27876, Carbohydrate metabolism
rxn07648, Metabolism of terpenoids and polyketides
rxn01985, Nucleotide metabolism
rxn00990, Carbohydrate metabolism
rxn07748, Biosynthesis of other secondary metabolites
rxn38682, Lipid metabolism
rxn06227,
rxn01394, Carbohydrate metabolism
rxn00553, Carbohydrate metabolism
rxn12432, Metabolism of cofactors and vitamins
rxn32876, Xenobiotics biodegradation and metabolites
rxn23649,
rxn03492, Metabolism of cofactors and vitamins
rxn35548, Carbohydrate metabolism
rxn32365, Carbohydrate metabolism
rxn03372,
rxn35427, Carbohydrate metabolism
rxn24355,
rxn32216, Nucleotide metabolism
rxn01927, Amino acid metabolism
rxn34735, Lipid metabolism
rxn10029, Energy metabolism
rxn08982, Metabolism of terpenoids and polyketides
rxn02629, Xenobiotics biodegradation and metabolites
rxn06912, Xenobiotics biodegradation and metabolites
rxn19936, Nucleotide metabolism
rxn02226, Amino acid metabolism
rxn03198, Lipid metabolism
rxn33328, Carbohydrate metabolism
rxn12854,
rxn03898, Xenobiotics biodegradation and metabolites
rxn02165, Xenobiotics biodegradation and metabolites
rxn16520,
rxn09307,
rxn32812,
rxn35480,
rxn00579, Carbohydrate metabolism
rxn07751, Biosynthesis of other secondary metabolites
rxn01019, Amino acid metabolism
rxn46442,
rxn24414,
rxn01678, Nucleotide metabolism
rxn19830, Nucleotide metabolism
rxn00966, Metabolism of cofactors and vitamins
rxn35492,
rxn15947, Amino acid metabolism
rxn04810, Xenobiotics biodegradation and metabolites
rxn32690, Amino acid metabolism
rxn02939, Metabolism of cofactors and vitamins
rxn30152,
rxn16411,
rxn34228, Carbohydrate metabolism
rxn07840, Amino acid metabolism
rxn32500,
rxn00933, Amino acid metabolism
rxn16213, Metabolism of other amino acids
rxn02344, Amino acid metabolism
rxn05166, Nucleotide metabolism
rxn00748, Carbohydrate metabolism
rxn03204, Amino acid metabolism
rxn07346, Metabolism of cofactors and vitamins
rxn20227, Carbohydrate metabolism
rxn27288, Metabolism of cofactors and vitamins
rxn16785,
EXpd00024,
rxn14087,
rxn05047, Amino acid metabolism
rxn11347,
rxn28987,
rxn00909, Metabolism of cofactors and vitamins
rxn35443,
