,Component 1,Component 2,Label,Classification
239,-2742.8084953550006,2090.784291873,1596.253.sbml.csv,Vaginal Probiotic
240,-1945.4881962080728,1337.1469541777853,1596.253.sbml.csv,Vaginal Probiotic
241,-3266.4266974270404,2481.6693645278283,1596.253.sbml.csv,Vaginal Probiotic
242,-3605.0785509250145,2684.4479887089574,1596.253.sbml.csv,Vaginal Probiotic
243,-405.4841759882331,2981.842679224448,1596.253.sbml.csv,Vaginal Probiotic
244,-509.3398426456541,1602.3287738281226,1596.253.sbml.csv,Vaginal Probiotic
245,-1604.1280954833603,2891.8319637237573,1596.253.sbml.csv,Vaginal Probiotic
246,-2515.227817140923,1660.8002437335156,1596.253.sbml.csv,Vaginal Probiotic
247,-611.948765629518,4009.1784975676733,1596.253.sbml.csv,Vaginal Probiotic
248,-2379.14527818731,2238.6848773861125,1596.253.sbml.csv,Vaginal Probiotic
249,-2222.648102917191,2938.9354646065694,1596.253.sbml.csv,Vaginal Probiotic
250,-1912.9757050122012,-80.97805270296207,1348632.3.sbml.csv,Vaginal Probiotic
251,-1731.255484745158,1211.5026433833393,1348632.3.sbml.csv,Vaginal Probiotic
252,436.913156401316,963.4457468390889,1348632.3.sbml.csv,Vaginal Probiotic
253,-73.51994270683865,-1345.0539781443179,1348632.3.sbml.csv,Vaginal Probiotic
254,-2605.213500624341,-217.7994623262504,1348632.3.sbml.csv,Vaginal Probiotic
255,-1647.438438957205,1076.842166198249,1348632.3.sbml.csv,Vaginal Probiotic
256,-599.9100458918192,559.3138291791514,1348632.3.sbml.csv,Vaginal Probiotic
257,-573.641951465889,-969.3064784310139,1348632.3.sbml.csv,Vaginal Probiotic
258,-1307.1319485160327,990.7566884641117,1348632.3.sbml.csv,Vaginal Probiotic
259,893.9758841782971,652.6564039512194,1348632.3.sbml.csv,Vaginal Probiotic
260,-2269.17341918943,-18.9905508691196,1348632.3.sbml.csv,Vaginal Probiotic
261,-2168.561081306259,-2059.8457647660375,1348632.3.sbml.csv,Vaginal Probiotic
262,-2112.9631264673076,-521.0911785392209,1348632.3.sbml.csv,Vaginal Probiotic
263,993.7636528702258,701.9432406157626,1348632.3.sbml.csv,Vaginal Probiotic
264,-1653.4569207338527,-126.07281193956204,1348632.3.sbml.csv,Vaginal Probiotic
265,-2038.4371330149163,-809.1460120775347,1348632.3.sbml.csv,Vaginal Probiotic
266,352.7823770505683,-528.7201323453124,1348632.3.sbml.csv,Vaginal Probiotic
267,-2225.5209830559606,-210.57642215102393,1348632.3.sbml.csv,Vaginal Probiotic
268,-2076.4943520207203,-621.567979270478,1348632.3.sbml.csv,Vaginal Probiotic
269,-1283.9119694897743,-691.1488849953835,1348632.3.sbml.csv,Vaginal Probiotic
270,-1781.3013142498614,-1354.2348295873628,1348632.3.sbml.csv,Vaginal Probiotic
271,-381.30602361059584,122.61815552907858,1348632.3.sbml.csv,Vaginal Probiotic
272,-367.04921303815985,-817.8820818536125,1348632.3.sbml.csv,Vaginal Probiotic
273,-535.0648507220925,-455.79919911475633,1348632.3.sbml.csv,Vaginal Probiotic
274,378.7924550475214,1078.5996991027898,1348632.3.sbml.csv,Vaginal Probiotic
275,-151.76165705327207,-39.24971177468782,1348632.3.sbml.csv,Vaginal Probiotic
276,-2182.7225126906333,27.714740294077444,1348632.3.sbml.csv,Vaginal Probiotic
277,373.6028667055619,358.7522090331396,1348632.3.sbml.csv,Vaginal Probiotic
278,373.2895816904499,742.0361764839997,1348632.3.sbml.csv,Vaginal Probiotic
279,-686.6979652549528,564.3408418053516,1348632.3.sbml.csv,Vaginal Probiotic
280,-1793.7961748538812,-99.4044660825824,1348632.3.sbml.csv,Vaginal Probiotic
281,-500.7285161815387,-507.1419001263988,1348632.3.sbml.csv,Vaginal Probiotic
