Duration (Hours),A. lactolyticus SM,A. lactolyticus SM,A. lactolyticus SM,L. jensenii SM,L. jensenii SM,L. jensenii SM,C. bergeronii SM,C. bergeronii SM,C. bergeronii SM,A. marseille SM,A. marseille SM,A. marseille SM,E. massiliensis SM,E. massiliensis SM,E. massiliensis SM,A. tetradius SM,A. tetradius SM,A. tetradius SM,V. bacterium SM,V. bacterium SM,V. bacterium SM,P. vaginalis SM,P. vaginalis SM,P. vaginalis SM
39.67,0.0592,0.0875,0.0321,0.025066667,0.044366667,0.013566667,0.213066667,0.257166667,0.192666667,0.2874,0.3139,0.2534,0.219666667,0.247566667,0.195866667,0.063166667,0.084966667,0.053466667,0.297166667,0.326766667,0.278166667,0.205333333,0.249333333,0.154333333
39.76,0.0572,0.0864,0.0317,0.0266,0.0457,0.0133,0.213366667,0.256866667,0.191366667,0.2876,0.314,0.2538,0.220166667,0.247466667,0.193866667,0.063233333,0.084733333,0.053933333,0.294033333,0.325833333,0.275933333,0.202466667,0.249066667,0.153166667
39.84,0.057433333,0.085533333,0.032233333,0.0267,0.044,0.0123,0.213266667,0.259066667,0.193566667,0.2877,0.314,0.2531,0.2215,0.2507,0.1962,0.064666667,0.085266667,0.056166667,0.294733333,0.326333333,0.275733333,0.201833333,0.248633333,0.153833333
39.92,0.057933333,0.086933333,0.031633333,0.027266667,0.044466667,0.015466667,0.215166667,0.258066667,0.194266667,0.287566667,0.314066667,0.251366667,0.221266667,0.249366667,0.193766667,0.064566667,0.086566667,0.056866667,0.2947,0.3274,0.276,0.202066667,0.247666667,0.153966667
40.01,0.058433333,0.085033333,0.033733333,0.026733333,0.044133333,0.016733333,0.2143,0.2586,0.1941,0.286,0.3132,0.2508,0.219633333,0.246633333,0.192033333,0.065833333,0.086933333,0.055033333,0.296666667,0.328266667,0.276466667,0.202433333,0.249733333,0.154833333
40.09,0.059566667,0.086866667,0.032566667,0.0287,0.0433,0.0155,0.215666667,0.259566667,0.195766667,0.286333333,0.313833333,0.252133333,0.221633333,0.246733333,0.193033333,0.0663,0.0867,0.0572,0.297066667,0.328066667,0.276366667,0.2025,0.2497,0.1542
40.17,0.059666667,0.087066667,0.033566667,0.0278,0.043,0.016,0.215366667,0.258566667,0.193566667,0.287466667,0.314666667,0.252966667,0.223133333,0.248933333,0.194133333,0.065533333,0.086233333,0.056933333,0.298333333,0.329533333,0.278833333,0.204233333,0.250533333,0.154933333
40.26,0.0586,0.0854,0.0354,0.0275,0.0456,0.0182,0.216233333,0.260133333,0.194933333,0.2864,0.3151,0.2525,0.222233333,0.249233333,0.193333333,0.0637,0.0871,0.059,0.297166667,0.327466667,0.277866667,0.202866667,0.250266667,0.151866667
40.34,0.059566667,0.085766667,0.036566667,0.027066667,0.044366667,0.017666667,0.2208,0.2618,0.1976,0.2877,0.3149,0.2534,0.2241,0.2502,0.1953,0.063533333,0.084333333,0.058233333,0.2957,0.3278,0.2784,0.203566667,0.249066667,0.152466667
40.42,0.061366667,0.085566667,0.034566667,0.029533333,0.046733333,0.018833333,0.221233333,0.262933333,0.196833333,0.287066667,0.314566667,0.251566667,0.221466667,0.249966667,0.195766667,0.064033333,0.086033333,0.055833333,0.296733333,0.327133333,0.278533333,0.201033333,0.248533333,0.152033333
40.51,0.0603,0.087,0.0336,0.0292,0.0438,0.0178,0.223666667,0.267966667,0.201766667,0.288333333,0.316733333,0.254133333,0.222833333,0.250733333,0.197233333,0.063933333,0.084033333,0.056033333,0.297033333,0.328133333,0.278833333,0.2038,0.2501,0.154
40.59,0.063033333,0.088533333,0.032433333,0.030533333,0.045033333,0.013433333,0.222233333,0.266533333,0.199533333,0.287433333,0.315933333,0.252833333,0.2218,0.2509,0.198,0.0638,0.0811,0.0568,0.2958,0.3259,0.2776,0.2029,0.2503,0.1525
40.67,0.061866667,0.088266667,0.032166667,0.032466667,0.045766667,0.017166667,0.223466667,0.268466667,0.201766667,0.2878,0.3153,0.2535,0.222833333,0.251633333,0.198133333,0.065233333,0.081133333,0.055333333,0.295333333,0.326833333,0.277133333,0.204633333,0.248433333,0.153333333
40.76,0.0592,0.0864,0.0293,0.031966667,0.043966667,0.016766667,0.222866667,0.266866667,0.200266667,0.2867,0.3152,0.2527,0.2209,0.2499,0.1965,0.069233333,0.085933333,0.058733333,0.294733333,0.325633333,0.276133333,0.202766667,0.248066667,0.153366667
40.84,0.058166667,0.084266667,0.028566667,0.031233333,0.042033333,0.013833333,0.2204,0.2653,0.1985,0.2867,0.3161,0.2531,0.220933333,0.247633333,0.194933333,0.068333333,0.085133333,0.059533333,0.294333333,0.325333333,0.276933333,0.202166667,0.248666667,0.152966667
40.92,0.059733333,0.083833333,0.029733333,0.031766667,0.040966667,0.012066667,0.221666667,0.263866667,0.198366667,0.285933333,0.314733333,0.252333333,0.2233,0.2498,0.1961,0.069233333,0.086533333,0.058033333,0.294633333,0.326833333,0.277633333,0.203733333,0.250333333,0.153733333
41.01,0.060066667,0.085266667,0.032366667,0.0317,0.0438,0.0137,0.2199,0.2639,0.1979,0.286733333,0.315933333,0.253633333,0.222566667,0.247866667,0.196066667,0.068233333,0.083733333,0.058133333,0.2962,0.328,0.2789,0.205366667,0.251766667,0.152766667
41.09,0.0611,0.0866,0.0334,0.030766667,0.044266667,0.012966667,0.220066667,0.264366667,0.199266667,0.287,0.315,0.2531,0.220133333,0.246833333,0.194533333,0.069,0.0847,0.058,0.295833333,0.327333333,0.278233333,0.204766667,0.251466667,0.152566667
41.17,0.0581,0.0849,0.0316,0.029066667,0.044466667,0.013966667,0.218266667,0.262666667,0.196866667,0.286333333,0.311833333,0.251833333,0.220033333,0.245833333,0.191633333,0.0695,0.087,0.0597,0.2959,0.3284,0.2781,0.205033333,0.251333333,0.152933333
41.26,0.0585,0.0858,0.0312,0.027766667,0.042866667,0.012366667,0.219066667,0.262866667,0.197866667,0.286066667,0.310366667,0.251666667,0.2218,0.2484,0.1932,0.0685,0.0879,0.0577,0.296866667,0.329366667,0.279766667,0.2056,0.2521,0.1524
41.34,0.061666667,0.086966667,0.035066667,0.028833333,0.043433333,0.012733333,0.220466667,0.264766667,0.198366667,0.286666667,0.312566667,0.251966667,0.2223,0.2483,0.1938,0.068666667,0.088066667,0.058566667,0.297933333,0.330833333,0.281133333,0.206133333,0.253933333,0.154533333
41.42,0.060966667,0.086866667,0.035666667,0.0293,0.0434,0.0116,0.221333333,0.265733333,0.199533333,0.2882,0.3145,0.2531,0.223333333,0.248333333,0.195133333,0.067066667,0.086266667,0.058266667,0.2981,0.3315,0.2827,0.2072,0.2549,0.1554
41.51,0.062533333,0.086633333,0.036533333,0.030933333,0.044933333,0.013033333,0.219533333,0.265033333,0.198333333,0.288533333,0.314133333,0.252033333,0.2219,0.2459,0.1941,0.066166667,0.085666667,0.055366667,0.2984,0.3319,0.2818,0.207466667,0.255866667,0.154566667
41.59,0.0609,0.086,0.0341,0.030866667,0.044866667,0.014266667,0.221766667,0.267166667,0.200966667,0.288233333,0.314433333,0.252233333,0.221533333,0.247733333,0.194733333,0.067333333,0.087233333,0.054633333,0.3001,0.3326,0.2835,0.2092,0.2567,0.1559
41.67,0.060266667,0.087266667,0.035766667,0.0319,0.0443,0.0157,0.220466667,0.266666667,0.200366667,0.2886,0.3134,0.2515,0.221366667,0.247466667,0.192066667,0.0638,0.0863,0.0517,0.299966667,0.332266667,0.283366667,0.209233333,0.257033333,0.155033333
41.76,0.0624,0.0889,0.0363,0.031,0.0435,0.0181,0.221866667,0.266566667,0.200566667,0.287533333,0.313533333,0.251733333,0.2201,0.247,0.191,0.064933333,0.087333333,0.052033333,0.300566667,0.332766667,0.284666667,0.208966667,0.257166667,0.156966667
41.84,0.061933333,0.088733333,0.034233333,0.032533333,0.045833333,0.020833333,0.221366667,0.266466667,0.199866667,0.2875,0.3161,0.2525,0.218866667,0.246466667,0.191066667,0.065566667,0.087066667,0.053966667,0.3018,0.3344,0.2871,0.2096,0.2567,0.1564
41.92,0.060066667,0.086466667,0.033066667,0.032566667,0.045866667,0.019566667,0.2225,0.2674,0.2025,0.2895,0.3174,0.253,0.220133333,0.248233333,0.194133333,0.064733333,0.086733333,0.056333333,0.298633333,0.331833333,0.284333333,0.208533333,0.254633333,0.154033333
42.01,0.061633333,0.086333333,0.033033333,0.031666667,0.044966667,0.018466667,0.2241,0.2681,0.2026,0.288033333,0.317033333,0.253233333,0.220766667,0.247966667,0.194966667,0.0651,0.0861,0.0555,0.2978,0.3302,0.2818,0.208,0.2543,0.154
42.09,0.0616,0.0862,0.031,0.0289,0.0437,0.0172,0.222766667,0.267366667,0.201266667,0.2868,0.3158,0.2519,0.220866667,0.247766667,0.194466667,0.0665,0.0875,0.0576,0.297633333,0.329933333,0.281533333,0.207166667,0.254766667,0.152466667
42.17,0.060366667,0.084766667,0.030366667,0.030166667,0.043366667,0.015466667,0.222766667,0.266666667,0.198866667,0.286133333,0.314933333,0.250933333,0.2185,0.2469,0.1915,0.066533333,0.087933333,0.057133333,0.298933333,0.330833333,0.282033333,0.207233333,0.254333333,0.153333333
42.26,0.061766667,0.085966667,0.032566667,0.0297,0.043,0.0182,0.223633333,0.267433333,0.199133333,0.284233333,0.313633333,0.250033333,0.218666667,0.247266667,0.193766667,0.0644,0.0875,0.0581,0.299933333,0.330433333,0.279333333,0.207066667,0.254466667,0.153566667
42.34,0.063166667,0.087066667,0.035766667,0.0296,0.0438,0.0183,0.224366667,0.269166667,0.201266667,0.283833333,0.313033333,0.250633333,0.2178,0.246,0.1916,0.0644,0.0867,0.0585,0.2992,0.3293,0.2768,0.205333333,0.254333333,0.152533333
42.42,0.063033333,0.085633333,0.034233333,0.029933333,0.042633333,0.014533333,0.223533333,0.268933333,0.200233333,0.283466667,0.311366667,0.248966667,0.216633333,0.245233333,0.190833333,0.065,0.0886,0.057,0.2976,0.3285,0.2767,0.2053,0.2531,0.1517
42.51,0.060333333,0.085733333,0.035233333,0.032066667,0.043566667,0.018266667,0.225266667,0.271466667,0.204066667,0.286133333,0.314433333,0.252333333,0.220466667,0.246866667,0.193466667,0.065433333,0.088433333,0.055533333,0.295666667,0.327066667,0.274566667,0.2053,0.2514,0.1511
42.59,0.0614,0.0835,0.0356,0.0331,0.0439,0.0192,0.223933333,0.269933333,0.200533333,0.285933333,0.313533333,0.251033333,0.220433333,0.246733333,0.190733333,0.064433333,0.089233333,0.056333333,0.2965,0.33,0.2779,0.205033333,0.252933333,0.152233333
42.67,0.061633333,0.083333333,0.034833333,0.033533333,0.044433333,0.019833333,0.223533333,0.270833333,0.202233333,0.285666667,0.313466667,0.251966667,0.2205,0.2459,0.1902,0.0643,0.0887,0.0545,0.297,0.3305,0.2771,0.204466667,0.252366667,0.152666667
42.76,0.060533333,0.085033333,0.035433333,0.0346,0.0446,0.0214,0.223666667,0.270166667,0.201266667,0.2855,0.3143,0.2526,0.220666667,0.245666667,0.189666667,0.063,0.0869,0.0523,0.296366667,0.329066667,0.275166667,0.2046,0.252,0.1528
42.84,0.063566667,0.087666667,0.037066667,0.034766667,0.045666667,0.020566667,0.224266667,0.272366667,0.204166667,0.287033333,0.315633333,0.253333333,0.220766667,0.244866667,0.188766667,0.063366667,0.086366667,0.054166667,0.295133333,0.327933333,0.275233333,0.203533333,0.251233333,0.152733333
42.92,0.061466667,0.085866667,0.035566667,0.0355,0.0465,0.0213,0.224433333,0.270033333,0.201433333,0.2855,0.3143,0.2512,0.219766667,0.243766667,0.187966667,0.065366667,0.087666667,0.055366667,0.293933333,0.326333333,0.273433333,0.203166667,0.250366667,0.151766667
43.01,0.062666667,0.088666667,0.037066667,0.0333,0.0454,0.0225,0.224766667,0.269966667,0.203666667,0.285966667,0.314466667,0.250066667,0.2185,0.2438,0.188,0.064566667,0.085466667,0.054266667,0.294766667,0.327866667,0.275066667,0.204933333,0.251333333,0.151033333
43.09,0.064866667,0.089666667,0.037666667,0.0332,0.0465,0.0224,0.225033333,0.269133333,0.202133333,0.285933333,0.313533333,0.249133333,0.217466667,0.243366667,0.187566667,0.064566667,0.085966667,0.052566667,0.2924,0.3257,0.2756,0.203666667,0.251366667,0.149966667
43.17,0.0629,0.0895,0.037,0.034133333,0.046433333,0.023033333,0.224566667,0.269466667,0.201666667,0.285366667,0.315366667,0.249666667,0.2187,0.2446,0.1895,0.065733333,0.086733333,0.054133333,0.294366667,0.327566667,0.276966667,0.203633333,0.251333333,0.148933333
43.26,0.060033333,0.088733333,0.035833333,0.034566667,0.044366667,0.021166667,0.222733333,0.268133333,0.201033333,0.285666667,0.314466667,0.249766667,0.217466667,0.243666667,0.188566667,0.065766667,0.086266667,0.054666667,0.295133333,0.326133333,0.275433333,0.204633333,0.252133333,0.149033333
43.34,0.061833333,0.090133333,0.037033333,0.0346,0.0451,0.0215,0.223133333,0.267933333,0.201133333,0.283833333,0.312933333,0.249733333,0.217733333,0.243333333,0.189433333,0.065466667,0.087166667,0.055966667,0.2944,0.3246,0.2755,0.203233333,0.250533333,0.149233333
43.42,0.062166667,0.090466667,0.037166667,0.035133333,0.047933333,0.021833333,0.223866667,0.269566667,0.202366667,0.283633333,0.313533333,0.250733333,0.219766667,0.245666667,0.191466667,0.0646,0.0882,0.056,0.294233333,0.324733333,0.276033333,0.2031,0.2503,0.1481
43.51,0.0617,0.0865,0.0357,0.0309,0.0463,0.0197,0.2227,0.2675,0.1989,0.284066667,0.313666667,0.249066667,0.2201,0.2463,0.1917,0.063766667,0.086866667,0.055466667,0.293066667,0.324066667,0.275466667,0.202433333,0.249233333,0.146033333
43.59,0.061066667,0.086666667,0.033566667,0.031933333,0.045133333,0.016733333,0.223666667,0.267866667,0.199266667,0.283933333,0.314233333,0.249833333,0.2208,0.2479,0.1926,0.065466667,0.085466667,0.056366667,0.295,0.3259,0.2782,0.2042,0.2518,0.149
43.67,0.059,0.0827,0.0332,0.0304,0.045,0.0164,0.224033333,0.268533333,0.200333333,0.284766667,0.313366667,0.249566667,0.221366667,0.248366667,0.193566667,0.064866667,0.087066667,0.058166667,0.293533333,0.324633333,0.277233333,0.202966667,0.251866667,0.145766667
43.76,0.0602,0.084,0.0359,0.0302,0.0457,0.0188,0.2239,0.2701,0.2004,0.2849,0.3132,0.2494,0.220633333,0.247833333,0.192633333,0.065566667,0.086766667,0.056266667,0.2935,0.3248,0.2761,0.204666667,0.249866667,0.144766667
43.84,0.061233333,0.083033333,0.037233333,0.029866667,0.046966667,0.021666667,0.2246,0.2704,0.2004,0.284466667,0.312866667,0.248666667,0.2193,0.247,0.1907,0.065166667,0.086266667,0.054166667,0.2926,0.3244,0.2746,0.204133333,0.250133333,0.146133333
43.92,0.0614,0.0822,0.0341,0.031166667,0.044566667,0.021266667,0.2248,0.2718,0.201,0.284266667,0.312566667,0.248366667,0.2194,0.2454,0.188,0.065,0.0873,0.057,0.292866667,0.325066667,0.273666667,0.2041,0.2501,0.1468
44.01,0.058433333,0.082533333,0.032233333,0.032066667,0.045466667,0.022066667,0.225966667,0.270566667,0.202366667,0.2843,0.3126,0.2491,0.220033333,0.246733333,0.189733333,0.0644,0.0856,0.0566,0.292366667,0.325666667,0.272866667,0.2048,0.2517,0.1473
44.09,0.0612,0.0849,0.0333,0.0344,0.0464,0.0235,0.224566667,0.269166667,0.200966667,0.282166667,0.311766667,0.249066667,0.2209,0.2478,0.1913,0.064433333,0.086633333,0.057333333,0.294066667,0.327166667,0.274566667,0.206133333,0.252933333,0.147733333
44.17,0.062,0.0862,0.0333,0.0339,0.0462,0.0217,0.223433333,0.270233333,0.201733333,0.283966667,0.311466667,0.249366667,0.2209,0.2456,0.1905,0.066266667,0.088366667,0.056966667,0.2953,0.3292,0.2775,0.207633333,0.254833333,0.149733333
44.26,0.061166667,0.084466667,0.033266667,0.0319,0.045,0.0221,0.2246,0.2713,0.2033,0.286333333,0.313933333,0.251533333,0.2193,0.2452,0.189,0.0654,0.0879,0.0551,0.2963,0.3292,0.2793,0.209366667,0.256566667,0.151966667
44.34,0.063233333,0.085733333,0.034533333,0.031,0.0453,0.0225,0.223866667,0.270366667,0.201366667,0.285766667,0.312566667,0.250066667,0.220866667,0.245866667,0.189466667,0.0656,0.086,0.056,0.294266667,0.327866667,0.278266667,0.210166667,0.256666667,0.149966667
44.43,0.0614,0.0818,0.0334,0.0324,0.0455,0.0192,0.223466667,0.270166667,0.201966667,0.284433333,0.312033333,0.248633333,0.222266667,0.245866667,0.191066667,0.065733333,0.086333333,0.056233333,0.2946,0.3278,0.2782,0.2111,0.2568,0.1501
44.51,0.061433333,0.083033333,0.032633333,0.032633333,0.045133333,0.016933333,0.2245,0.2718,0.2028,0.284933333,0.312833333,0.248833333,0.2216,0.2474,0.1919,0.067233333,0.087633333,0.058433333,0.293666667,0.326966667,0.277166667,0.211,0.2564,0.1492
44.59,0.0618,0.0842,0.0332,0.030366667,0.045166667,0.018666667,0.2245,0.2714,0.202,0.2831,0.3133,0.2492,0.220466667,0.246866667,0.191766667,0.068033333,0.088033333,0.060133333,0.2949,0.3279,0.2787,0.211466667,0.256966667,0.151866667
44.68,0.061133333,0.084833333,0.033433333,0.031066667,0.044566667,0.015866667,0.225766667,0.269766667,0.202566667,0.2838,0.3136,0.2491,0.2197,0.2456,0.1894,0.067766667,0.087966667,0.060566667,0.293433333,0.326333333,0.275733333,0.210566667,0.255766667,0.151366667
44.76,0.061666667,0.086666667,0.034066667,0.0311,0.0455,0.017,0.2255,0.2711,0.2033,0.2841,0.3146,0.2498,0.220833333,0.246733333,0.191433333,0.0655,0.0871,0.0601,0.294166667,0.326066667,0.277166667,0.211233333,0.255233333,0.151733333
44.84,0.062433333,0.085833333,0.033633333,0.030833333,0.044033333,0.018533333,0.223166667,0.269566667,0.202066667,0.284933333,0.313633333,0.249933333,0.220166667,0.245866667,0.190566667,0.064666667,0.086166667,0.057366667,0.294833333,0.327133333,0.277733333,0.211066667,0.254766667,0.151066667
44.93,0.062766667,0.086466667,0.032466667,0.029466667,0.041666667,0.017966667,0.223633333,0.270833333,0.203033333,0.284333333,0.314233333,0.250233333,0.219033333,0.245033333,0.189133333,0.067033333,0.087233333,0.058133333,0.293666667,0.326866667,0.277466667,0.208933333,0.252933333,0.151033333
45.01,0.064966667,0.085266667,0.034266667,0.031233333,0.042533333,0.017133333,0.223533333,0.270133333,0.202833333,0.2837,0.313,0.2487,0.218666667,0.246166667,0.190366667,0.067566667,0.087466667,0.057966667,0.293666667,0.326466667,0.277566667,0.2078,0.2527,0.1493
45.09,0.064066667,0.086066667,0.032566667,0.032033333,0.041533333,0.016333333,0.2231,0.2703,0.203,0.2845,0.3135,0.2494,0.217733333,0.245333333,0.189133333,0.070366667,0.090066667,0.060666667,0.2955,0.3273,0.2773,0.207366667,0.251266667,0.147166667
45.18,0.061133333,0.084333333,0.031033333,0.030433333,0.042833333,0.017333333,0.2234,0.2705,0.2019,0.283533333,0.313733333,0.249733333,0.216633333,0.244233333,0.187433333,0.070866667,0.091666667,0.062066667,0.295266667,0.326866667,0.275666667,0.208033333,0.251833333,0.149133333
45.26,0.0636,0.0865,0.033,0.032433333,0.040133333,0.019633333,0.224233333,0.271233333,0.201933333,0.283366667,0.312966667,0.248866667,0.215766667,0.244966667,0.186966667,0.069833333,0.089933333,0.061233333,0.296333333,0.326633333,0.274833333,0.208566667,0.250666667,0.147766667
45.34,0.0637,0.0864,0.0337,0.0323,0.0397,0.0168,0.2246,0.2717,0.2014,0.283666667,0.312666667,0.248666667,0.219466667,0.246566667,0.188966667,0.0699,0.0912,0.0598,0.294866667,0.326266667,0.271666667,0.208433333,0.252033333,0.148633333
45.43,0.062433333,0.083133333,0.032133333,0.0298,0.0426,0.0182,0.223166667,0.270266667,0.201666667,0.284366667,0.313366667,0.249366667,0.220066667,0.245666667,0.188766667,0.0674,0.0913,0.0582,0.294933333,0.326733333,0.273133333,0.205566667,0.249766667,0.148266667
45.51,0.0615,0.0847,0.0349,0.0311,0.0444,0.0208,0.2244,0.2708,0.202,0.2828,0.3138,0.2493,0.218766667,0.245166667,0.190166667,0.0669,0.0913,0.0567,0.2943,0.3263,0.2735,0.202533333,0.250433333,0.147333333
45.59,0.0631,0.0835,0.0341,0.029833333,0.043933333,0.017333333,0.225,0.2719,0.2026,0.281933333,0.313333333,0.248633333,0.2191,0.246,0.1885,0.068,0.092,0.0575,0.294933333,0.327133333,0.274133333,0.2053,0.252,0.1486
